Date,Price,Quatity Sold
May 09 2016 01: +0,0.03,47518
May 10 2016 01: +0,0.03,46150
May 11 2016 01: +0,0.03,41278
May 12 2016 01: +0,0.03,44830
May 13 2016 01: +0,0.03,44551
May 14 2016 01: +0,0.03,52181
May 15 2016 01: +0,0.03,51186
May 16 2016 01: +0,0.03,41874
May 17 2016 01: +0,0.03,38535
May 18 2016 01: +0,0.03,40150
May 19 2016 01: +0,0.03,36324
May 20 2016 01: +0,0.03,39552
May 21 2016 01: +0,0.03,42668
May 22 2016 01: +0,0.03,44653
May 23 2016 01: +0,0.03,34207
May 24 2016 01: +0,0.03,33729
May 25 2016 01: +0,0.03,37785
May 26 2016 01: +0,0.03,36998
May 27 2016 01: +0,0.03,34611
May 28 2016 01: +0,0.03,40235
May 29 2016 01: +0,0.03,41769
May 30 2016 01: +0,0.03,39021
May 31 2016 01: +0,0.03,37684
Jun 01 2016 01: +0,0.03,39435
Jun 02 2016 01: +0,0.03,36506
Jun 03 2016 01: +0,0.03,39827
Jun 04 2016 01: +0,0.03,38043
Jun 05 2016 01: +0,0.03,42711
Jun 06 2016 01: +0,0.03,40570
Jun 07 2016 01: +0,0.03,32476
Jun 08 2016 01: +0,0.03,37759
Jun 09 2016 01: +0,0.03,34833
Jun 10 2016 01: +0,0.03,36039
Jun 11 2016 01: +0,0.03,39048
Jun 12 2016 01: +0,0.03,39151
Jun 13 2016 01: +0,0.03,37682
Jun 14 2016 01: +0,0.03,40682
Jun 15 2016 01: +0,0.03,34427
Jun 16 2016 01: +0,0.03,155457
Jun 17 2016 01: +0,0.03,45535
Jun 18 2016 01: +0,0.03,41257
Jun 19 2016 01: +0,0.03,39679
Jun 20 2016 01: +0,0.03,37468
Jun 21 2016 01: +0,0.03,34680
Jun 22 2016 01: +0,0.03,34731
Jun 23 2016 01: +0,0.03,29616
Jun 24 2016 01: +0,0.03,34525
Jun 25 2016 01: +0,0.03,28885
Jun 26 2016 01: +0,0.03,29895
Jun 27 2016 01: +0,0.03,27693
Jun 28 2016 01: +0,0.03,27824
Jun 29 2016 01: +0,0.03,24792
Jun 30 2016 01: +0,0.03,23182
Jul 01 2016 01: +0,0.03,22799
Jul 02 2016 01: +0,0.03,22427
Jul 03 2016 01: +0,0.03,24134
Jul 04 2016 01: +0,0.03,29268
Jul 05 2016 01: +0,0.03,21112
Jul 06 2016 01: +0,0.03,23191
Jul 07 2016 01: +0,0.03,23906
Jul 08 2016 01: +0,0.03,21651
Jul 09 2016 01: +0,0.03,20689
Jul 10 2016 01: +0,0.03,21553
Jul 11 2016 01: +0,0.03,22463
Jul 12 2016 01: +0,0.03,18763
Jul 13 2016 01: +0,0.03,18391
Jul 14 2016 01: +0,0.03,20898
Jul 15 2016 01: +0,0.03,18679
Jul 16 2016 01: +0,0.03,22371
Jul 17 2016 01: +0,0.03,20307
Jul 18 2016 01: +0,0.03,25699
Jul 19 2016 01: +0,0.03,19028
Jul 20 2016 01: +0,0.03,20170
Jul 21 2016 01: +0,0.03,17712
Jul 22 2016 01: +0,0.03,15904
Jul 23 2016 01: +0,0.03,15374
Jul 24 2016 01: +0,0.03,20846
