Date,Price,Quantity Sold
Sep 07 2021 01: +0,0.466,13193
Sep 08 2021 01: +0,0.45,16826
Sep 09 2021 01: +0,0.448,15033
Sep 10 2021 01: +0,0.435,19725
Sep 11 2021 01: +0,0.441,18685
Sep 12 2021 01: +0,0.444,15087
Sep 13 2021 01: +0,0.439,11929
Sep 14 2021 01: +0,0.438,15850
Sep 15 2021 01: +0,0.433,16824
Sep 16 2021 01: +0,0.439,13704
Sep 17 2021 01: +0,0.438,14244
Sep 18 2021 01: +0,0.439,14948
Sep 19 2021 01: +0,0.436,13809
Sep 20 2021 01: +0,0.434,12472
Sep 21 2021 01: +0,0.426,12928
Sep 22 2021 01: +0,0.327,120290
Sep 23 2021 01: +0,0.32,34194
Sep 24 2021 01: +0,0.331,29187
Sep 25 2021 01: +0,0.368,27624
Sep 26 2021 01: +0,0.373,14795
Sep 27 2021 01: +0,0.362,12926
Sep 28 2021 01: +0,0.34,16012
Sep 29 2021 01: +0,0.328,25670
Sep 30 2021 01: +0,0.332,20884
Oct 01 2021 01: +0,0.336,18209
Oct 02 2021 01: +0,0.334,16375
Oct 03 2021 01: +0,0.345,21009
Oct 04 2021 01: +0,0.361,12946
Oct 05 2021 01: +0,0.367,14179
Oct 06 2021 01: +0,0.361,14470
Oct 07 2021 01: +0,0.368,15262
Oct 08 2021 01: +0,0.375,17064
Oct 09 2021 01: +0,0.387,20415
Oct 10 2021 01: +0,0.395,16556
Oct 11 2021 01: +0,0.377,12020
Oct 12 2021 01: +0,0.365,13369
Oct 13 2021 01: +0,0.365,11941
Oct 14 2021 01: +0,0.362,15382
Oct 15 2021 01: +0,0.369,16280
Oct 16 2021 01: +0,0.37,22707
Oct 17 2021 01: +0,0.382,18717
Oct 18 2021 01: +0,0.378,16412
Oct 19 2021 01: +0,0.375,17246
Oct 20 2021 01: +0,0.373,16757
Oct 21 2021 01: +0,0.369,17016
Oct 22 2021 01: +0,0.329,31898
Oct 23 2021 01: +0,0.34,20835
Oct 24 2021 01: +0,0.343,17697
Oct 25 2021 01: +0,0.334,17166
Oct 26 2021 01: +0,0.329,17213
Oct 27 2021 01: +0,0.337,18213
Oct 28 2021 01: +0,0.346,17980
Oct 29 2021 01: +0,0.369,21046
Oct 30 2021 01: +0,0.394,23122
Oct 31 2021 01: +0,0.404,23780
Nov 01 2021 01: +0,0.397,18043
Nov 02 2021 01: +0,0.403,19377
Nov 03 2021 01: +0,0.413,24041
Nov 04 2021 01: +0,0.431,18844
Nov 05 2021 01: +0,0.457,18132
Nov 06 2021 01: +0,0.444,22056
Nov 07 2021 01: +0,0.413,19567
Nov 08 2021 01: +0,0.375,22915
Nov 09 2021 01: +0,0.358,17913
Nov 10 2021 01: +0,0.347,20144
Nov 11 2021 01: +0,0.349,14860
Nov 12 2021 01: +0,0.354,17673
Nov 13 2021 01: +0,0.386,21356
Nov 14 2021 01: +0,0.416,15985
Nov 15 2021 01: +0,0.422,12419
Nov 16 2021 01: +0,0.424,16888
Nov 17 2021 01: +0,0.436,14584
Nov 18 2021 01: +0,0.45,19145
Nov 19 2021 01: +0,0.472,18854
Nov 20 2021 01: +0,0.493,20410
Nov 21 2021 01: +0,0.493,17493
Nov 22 2021 01: +0,0.495,16385
Nov 23 2021 01: +0,0.485,15725
Nov 24 2021 01: +0,0.481,17887
Nov 25 2021 01: +0,0.48,25286
Nov 26 2021 01: +0,0.501,22679
Nov 27 2021 01: +0,0.529,23671
Nov 28 2021 01: +0,0.549,20552
Nov 29 2021 01: +0,0.549,16945
Nov 30 2021 01: +0,0.508,19915
Dec 01 2021 01: +0,0.52,16762
Dec 02 2021 01: +0,0.543,17683
Dec 03 2021 01: +0,0.567,16563
Dec 04 2021 01: +0,0.573,21575
Dec 05 2021 01: +0,0.599,16648
Dec 06 2021 01: +0,0.614,17500
Dec 07 2021 01: +0,0.597,11978
Dec 08 2021 01: +0,0.589,13340
Dec 09 2021 01: +0,0.606,15955
Dec 10 2021 01: +0,0.613,17938
Dec 11 2021 01: +0,0.616,16423
Dec 12 2021 01: +0,0.61,15856
Dec 13 2021 01: +0,0.592,13982
Dec 14 2021 01: +0,0.579,15771
Dec 15 2021 01: +0,0.559,16633
Dec 16 2021 01: +0,0.546,14458
Dec 17 2021 01: +0,0.542,14812
Dec 18 2021 01: +0,0.549,14020
Dec 19 2021 01: +0,0.554,17114
Dec 20 2021 01: +0,0.543,16221
Dec 21 2021 01: +0,0.52,19577
Dec 22 2021 01: +0,0.563,13344
Dec 23 2021 01: +0,0.574,14759
Dec 24 2021 01: +0,0.589,16145
Dec 25 2021 01: +0,0.613,22112
Dec 26 2021 01: +0,0.612,17132
Dec 27 2021 01: +0,0.609,13983
Dec 28 2021 01: +0,0.613,16810
Dec 29 2021 01: +0,0.618,16847
Dec 30 2021 01: +0,0.625,18361
Dec 31 2021 01: +0,0.645,20757
Jan 01 2022 01: +0,0.666,22089
Jan 02 2022 01: +0,0.689,17566
Jan 03 2022 01: +0,0.697,14591
Jan 04 2022 01: +0,0.701,16216
Jan 05 2022 01: +0,0.699,15962
Jan 06 2022 01: +0,0.705,13660
Jan 07 2022 01: +0,0.704,16023
Jan 08 2022 01: +0,0.716,16685
Jan 09 2022 01: +0,0.726,14947
Jan 10 2022 01: +0,0.734,14144
Jan 11 2022 01: +0,0.741,13617
Jan 12 2022 01: +0,0.758,16153
Jan 13 2022 01: +0,0.8,16138
Jan 14 2022 01: +0,0.826,17621
Jan 15 2022 01: +0,0.82,15416
Jan 16 2022 01: +0,0.806,14966
Jan 17 2022 01: +0,0.784,13399
Jan 18 2022 01: +0,0.749,13708
Jan 19 2022 01: +0,0.768,16172
Jan 20 2022 01: +0,0.792,13946
Jan 21 2022 01: +0,0.776,17219
Jan 22 2022 01: +0,0.786,16978
Jan 23 2022 01: +0,0.771,12502
Jan 24 2022 01: +0,0.759,12710
Jan 25 2022 01: +0,0.772,16667
Jan 26 2022 01: +0,0.78,12351
Jan 27 2022 01: +0,0.774,14769
Jan 28 2022 01: +0,0.775,15771
Jan 29 2022 01: +0,0.773,15091
Jan 30 2022 01: +0,0.77,16486
Jan 31 2022 01: +0,0.784,19002
Feb 01 2022 01: +0,0.802,19411
Feb 02 2022 01: +0,0.795,17275
Feb 03 2022 01: +0,0.79,8445
Feb 03 2022 14: +0,0.785,611
Feb 03 2022 15: +0,0.786,722
Feb 03 2022 16: +0,0.784,960
Feb 03 2022 17: +0,0.786,1106
Feb 03 2022 18: +0,0.78,892
Feb 03 2022 19: +0,0.787,959
Feb 03 2022 20: +0,0.788,1010
Feb 03 2022 21: +0,0.786,774
Feb 03 2022 22: +0,0.788,823
Feb 03 2022 23: +0,0.78,423
Feb 04 2022 00: +0,0.773,263
Feb 04 2022 01: +0,0.751,337
Feb 04 2022 02: +0,0.773,496
Feb 04 2022 03: +0,0.786,830
Feb 04 2022 04: +0,0.78,414
Feb 04 2022 05: +0,0.78,665
Feb 04 2022 06: +0,0.785,610
Feb 04 2022 07: +0,0.777,726
Feb 04 2022 08: +0,0.769,846
Feb 04 2022 09: +0,0.78,1032
Feb 04 2022 10: +0,0.78,480
Feb 04 2022 11: +0,0.775,962
Feb 04 2022 12: +0,0.77,741
Feb 04 2022 13: +0,0.78,752
Feb 04 2022 14: +0,0.77,871
Feb 04 2022 15: +0,0.77,1015
Feb 04 2022 16: +0,0.785,887
Feb 04 2022 17: +0,0.782,973
Feb 04 2022 18: +0,0.782,1022
Feb 04 2022 19: +0,0.783,853
Feb 04 2022 20: +0,0.786,723
Feb 04 2022 21: +0,0.782,895
Feb 04 2022 22: +0,0.784,781
Feb 04 2022 23: +0,0.789,599
Feb 05 2022 00: +0,0.787,563
Feb 05 2022 01: +0,0.787,253
Feb 05 2022 02: +0,0.78,623
Feb 05 2022 03: +0,0.788,513
Feb 05 2022 04: +0,0.8,335
Feb 05 2022 05: +0,0.8,711
Feb 05 2022 06: +0,0.796,519
Feb 05 2022 07: +0,0.8,551
Feb 05 2022 08: +0,0.798,613
Feb 05 2022 09: +0,0.796,633
Feb 05 2022 10: +0,0.789,810
Feb 05 2022 11: +0,0.788,678
Feb 05 2022 12: +0,0.78,703
Feb 05 2022 13: +0,0.792,778
Feb 05 2022 14: +0,0.787,731
Feb 05 2022 15: +0,0.783,597
Feb 05 2022 16: +0,0.78,1096
Feb 05 2022 17: +0,0.784,1178
Feb 05 2022 18: +0,0.786,690
Feb 05 2022 19: +0,0.788,1220
Feb 05 2022 20: +0,0.795,982
Feb 05 2022 21: +0,0.8,816
Feb 05 2022 22: +0,0.798,522
Feb 05 2022 23: +0,0.784,626
Feb 06 2022 00: +0,0.795,508
Feb 06 2022 01: +0,0.789,323
Feb 06 2022 02: +0,0.789,566
Feb 06 2022 03: +0,0.8,440
Feb 06 2022 04: +0,0.795,517
Feb 06 2022 05: +0,0.8,719
Feb 06 2022 06: +0,0.796,485
Feb 06 2022 07: +0,0.796,587
Feb 06 2022 08: +0,0.796,848
Feb 06 2022 09: +0,0.795,705
Feb 06 2022 10: +0,0.784,296
Feb 06 2022 11: +0,0.783,421
Feb 06 2022 12: +0,0.787,692
Feb 06 2022 13: +0,0.787,665
Feb 06 2022 14: +0,0.785,427
Feb 06 2022 15: +0,0.78,729
Feb 06 2022 16: +0,0.776,676
Feb 06 2022 17: +0,0.76,843
Feb 06 2022 18: +0,0.78,1228
Feb 06 2022 19: +0,0.785,1198
Feb 06 2022 20: +0,0.77,1352
Feb 06 2022 21: +0,0.787,659
Feb 06 2022 22: +0,0.786,502
Feb 06 2022 23: +0,0.783,642
Feb 07 2022 00: +0,0.782,359
Feb 07 2022 01: +0,0.78,389
Feb 07 2022 02: +0,0.78,247
Feb 07 2022 03: +0,0.78,246
Feb 07 2022 04: +0,0.783,388
Feb 07 2022 05: +0,0.785,488
Feb 07 2022 06: +0,0.78,847
Feb 07 2022 07: +0,0.785,558
Feb 07 2022 08: +0,0.783,297
Feb 07 2022 09: +0,0.78,392
Feb 07 2022 10: +0,0.776,522
Feb 07 2022 11: +0,0.781,575
Feb 07 2022 12: +0,0.774,329
Feb 07 2022 13: +0,0.78,407
Feb 07 2022 14: +0,0.78,515
Feb 07 2022 15: +0,0.78,698
Feb 07 2022 16: +0,0.78,859
Feb 07 2022 17: +0,0.78,819
Feb 07 2022 18: +0,0.785,929
Feb 07 2022 19: +0,0.794,858
Feb 07 2022 20: +0,0.79,679
Feb 07 2022 21: +0,0.789,533
Feb 07 2022 22: +0,0.783,342
Feb 07 2022 23: +0,0.788,509
Feb 08 2022 00: +0,0.783,306
Feb 08 2022 01: +0,0.78,201
Feb 08 2022 02: +0,0.78,221
Feb 08 2022 03: +0,0.785,352
Feb 08 2022 04: +0,0.78,477
Feb 08 2022 05: +0,0.78,245
Feb 08 2022 06: +0,0.78,519
Feb 08 2022 07: +0,0.78,438
Feb 08 2022 08: +0,0.78,647
Feb 08 2022 09: +0,0.78,828
Feb 08 2022 10: +0,0.78,595
Feb 08 2022 11: +0,0.785,553
Feb 08 2022 12: +0,0.77,500
Feb 08 2022 13: +0,0.767,471
Feb 08 2022 14: +0,0.76,432
Feb 08 2022 15: +0,0.78,899
Feb 08 2022 16: +0,0.78,723
Feb 08 2022 17: +0,0.774,787
Feb 08 2022 18: +0,0.78,805
Feb 08 2022 19: +0,0.78,798
Feb 08 2022 20: +0,0.78,677
Feb 08 2022 21: +0,0.783,479
Feb 08 2022 22: +0,0.786,685
Feb 08 2022 23: +0,0.785,270
Feb 09 2022 00: +0,0.78,268
Feb 09 2022 01: +0,0.78,274
Feb 09 2022 02: +0,0.778,184
Feb 09 2022 03: +0,0.772,214
Feb 09 2022 04: +0,0.78,348
Feb 09 2022 05: +0,0.778,505
Feb 09 2022 06: +0,0.777,299
Feb 09 2022 07: +0,0.777,495
Feb 09 2022 08: +0,0.774,158
Feb 09 2022 09: +0,0.77,205
Feb 09 2022 10: +0,0.77,392
Feb 09 2022 11: +0,0.77,473
Feb 09 2022 12: +0,0.76,268
Feb 09 2022 13: +0,0.77,799
Feb 09 2022 14: +0,0.77,646
Feb 09 2022 15: +0,0.76,933
Feb 09 2022 16: +0,0.73,1701
Feb 09 2022 17: +0,0.753,953
Feb 09 2022 18: +0,0.76,1015
Feb 09 2022 19: +0,0.769,819
Feb 09 2022 20: +0,0.768,968
Feb 09 2022 21: +0,0.76,672
Feb 09 2022 22: +0,0.77,495
Feb 09 2022 23: +0,0.746,394
Feb 10 2022 00: +0,0.77,268
Feb 10 2022 01: +0,0.77,166
Feb 10 2022 02: +0,0.77,254
Feb 10 2022 03: +0,0.77,230
Feb 10 2022 04: +0,0.768,214
Feb 10 2022 05: +0,0.77,292
Feb 10 2022 06: +0,0.77,199
Feb 10 2022 07: +0,0.77,272
Feb 10 2022 08: +0,0.76,326
Feb 10 2022 09: +0,0.77,334
Feb 10 2022 10: +0,0.77,321
Feb 10 2022 11: +0,0.769,388
Feb 10 2022 12: +0,0.77,602
Feb 10 2022 13: +0,0.769,748
Feb 10 2022 14: +0,0.77,923
Feb 10 2022 15: +0,0.76,455
Feb 10 2022 16: +0,0.754,630
Feb 10 2022 17: +0,0.76,1454
Feb 10 2022 18: +0,0.761,758
Feb 10 2022 19: +0,0.763,734
Feb 10 2022 20: +0,0.76,631
Feb 10 2022 21: +0,0.743,766
Feb 10 2022 22: +0,0.748,485
Feb 10 2022 23: +0,0.749,481
Feb 11 2022 00: +0,0.745,326
Feb 11 2022 01: +0,0.764,587
Feb 11 2022 02: +0,0.77,600
Feb 11 2022 03: +0,0.772,217
Feb 11 2022 04: +0,0.77,302
Feb 11 2022 05: +0,0.77,330
Feb 11 2022 06: +0,0.775,349
Feb 11 2022 07: +0,0.77,504
Feb 11 2022 08: +0,0.767,366
Feb 11 2022 09: +0,0.76,316
Feb 11 2022 10: +0,0.768,291
Feb 11 2022 11: +0,0.76,258
Feb 11 2022 12: +0,0.77,715
Feb 11 2022 13: +0,0.77,894
Feb 11 2022 14: +0,0.773,942
Feb 11 2022 15: +0,0.773,1248
Feb 11 2022 16: +0,0.775,965
Feb 11 2022 17: +0,0.776,916
Feb 11 2022 18: +0,0.773,1151
Feb 11 2022 19: +0,0.778,1059
Feb 11 2022 20: +0,0.77,1257
Feb 11 2022 21: +0,0.77,968
Feb 11 2022 22: +0,0.76,871
Feb 11 2022 23: +0,0.77,767
Feb 12 2022 00: +0,0.771,551
Feb 12 2022 01: +0,0.77,522
Feb 12 2022 02: +0,0.77,580
Feb 12 2022 03: +0,0.77,533
Feb 12 2022 04: +0,0.77,610
Feb 12 2022 05: +0,0.77,434
Feb 12 2022 06: +0,0.77,502
Feb 12 2022 07: +0,0.776,470
Feb 12 2022 08: +0,0.772,448
Feb 12 2022 09: +0,0.775,588
Feb 12 2022 10: +0,0.77,852
Feb 12 2022 11: +0,0.77,1458
Feb 12 2022 12: +0,0.774,626
Feb 12 2022 13: +0,0.776,895
Feb 12 2022 14: +0,0.77,391
Feb 12 2022 15: +0,0.773,1073
Feb 12 2022 16: +0,0.75,419
Feb 12 2022 17: +0,0.77,1044
Feb 12 2022 18: +0,0.76,789
Feb 12 2022 19: +0,0.77,1450
Feb 12 2022 20: +0,0.78,742
Feb 12 2022 21: +0,0.78,697
Feb 12 2022 22: +0,0.772,892
Feb 12 2022 23: +0,0.776,639
Feb 13 2022 00: +0,0.778,734
Feb 13 2022 01: +0,0.773,830
Feb 13 2022 02: +0,0.773,457
Feb 13 2022 03: +0,0.772,453
Feb 13 2022 04: +0,0.773,536
Feb 13 2022 05: +0,0.78,357
Feb 13 2022 06: +0,0.78,691
Feb 13 2022 07: +0,0.78,770
Feb 13 2022 08: +0,0.78,859
Feb 13 2022 09: +0,0.78,460
Feb 13 2022 10: +0,0.78,688
Feb 13 2022 11: +0,0.77,556
Feb 13 2022 12: +0,0.78,440
Feb 13 2022 13: +0,0.78,718
Feb 13 2022 14: +0,0.77,627
Feb 13 2022 15: +0,0.765,661
Feb 13 2022 16: +0,0.764,949
Feb 13 2022 17: +0,0.77,748
Feb 13 2022 18: +0,0.772,752
Feb 13 2022 19: +0,0.77,776
Feb 13 2022 20: +0,0.77,520
Feb 13 2022 21: +0,0.77,391
Feb 13 2022 22: +0,0.772,315
Feb 13 2022 23: +0,0.73,298
Feb 14 2022 00: +0,0.74,377
