Date,Price,Quantity Sold
Aug 03 2018 01: +0,0.118,36548
Aug 04 2018 01: +0,0.102,32191
Aug 05 2018 01: +0,0.089,33342
Aug 06 2018 01: +0,0.08,31715
Aug 07 2018 01: +0,0.08,31339
Aug 08 2018 01: +0,0.082,31872
Aug 09 2018 01: +0,0.079,30609
Aug 10 2018 01: +0,0.074,31728
Aug 11 2018 01: +0,0.067,30548
Aug 12 2018 01: +0,0.06,30797
Aug 13 2018 01: +0,0.057,30414
Aug 14 2018 01: +0,0.049,28546
Aug 15 2018 01: +0,0.037,28795
Aug 16 2018 01: +0,0.035,22384
Aug 17 2018 01: +0,0.038,24526
Aug 18 2018 01: +0,0.039,26455
Aug 19 2018 01: +0,0.034,25734
Aug 20 2018 01: +0,0.032,22101
Aug 21 2018 01: +0,0.03,22416
Aug 22 2018 01: +0,0.03,19407
Aug 23 2018 01: +0,0.03,18971
Aug 24 2018 01: +0,0.03,19312
Aug 25 2018 01: +0,0.03,20576
Aug 26 2018 01: +0,0.03,22341
Aug 27 2018 01: +0,0.03,24876
Aug 28 2018 01: +0,0.03,20376
Aug 29 2018 01: +0,0.03,21229
Aug 30 2018 01: +0,0.03,24053
Aug 31 2018 01: +0,0.03,24380
Sep 01 2018 01: +0,0.03,23896
Sep 02 2018 01: +0,0.03,21806
Sep 03 2018 01: +0,0.03,19907
Sep 04 2018 01: +0,0.03,20007
Sep 05 2018 01: +0,0.03,21223
Sep 06 2018 01: +0,0.03,22092
Sep 07 2018 01: +0,0.03,22554
Sep 08 2018 01: +0,0.03,23752
Sep 09 2018 01: +0,0.03,25990
Sep 10 2018 01: +0,0.03,20392
Sep 11 2018 01: +0,0.03,19661
Sep 12 2018 01: +0,0.03,23041
Sep 13 2018 01: +0,0.03,22601
Sep 14 2018 01: +0,0.03,26804
Sep 15 2018 01: +0,0.03,30184
Sep 16 2018 01: +0,0.03,28134
Sep 17 2018 01: +0,0.03,19648
Sep 18 2018 01: +0,0.03,19020
Sep 19 2018 01: +0,0.03,19052
Sep 20 2018 01: +0,0.03,22242
Sep 21 2018 01: +0,0.03,23468
Sep 22 2018 01: +0,0.03,29403
Sep 23 2018 01: +0,0.03,29259
Sep 24 2018 01: +0,0.03,23570
Sep 25 2018 01: +0,0.03,21638
Sep 26 2018 01: +0,0.03,18492
Sep 27 2018 01: +0,0.03,20418
Sep 28 2018 01: +0,0.03,22713
Sep 29 2018 01: +0,0.03,24668
Sep 30 2018 01: +0,0.03,28146
Oct 01 2018 01: +0,0.03,23670
Oct 02 2018 01: +0,0.03,21124
Oct 03 2018 01: +0,0.03,25555
Oct 04 2018 01: +0,0.03,27319
Oct 05 2018 01: +0,0.03,28943
Oct 06 2018 01: +0,0.03,30760
Oct 07 2018 01: +0,0.03,27706
Oct 08 2018 01: +0,0.03,25158
Oct 09 2018 01: +0,0.03,24496
Oct 10 2018 01: +0,0.03,27441
Oct 11 2018 01: +0,0.03,27295
Oct 12 2018 01: +0,0.03,30622
Oct 13 2018 01: +0,0.03,31922
Oct 14 2018 01: +0,0.03,28972
Oct 15 2018 01: +0,0.03,24263
Oct 16 2018 01: +0,0.03,22562
Oct 17 2018 01: +0,0.03,24538
Oct 18 2018 01: +0,0.03,24134
Oct 19 2018 01: +0,0.03,23002
Oct 20 2018 01: +0,0.03,26809
Oct 21 2018 01: +0,0.03,29610
Oct 22 2018 01: +0,0.03,24278
Oct 23 2018 01: +0,0.03,23429
Oct 24 2018 01: +0,0.03,24359
Oct 25 2018 01: +0,0.03,24326
Oct 26 2018 01: +0,0.03,27818
Oct 27 2018 01: +0,0.03,31425
Oct 28 2018 01: +0,0.03,26268
Oct 29 2018 01: +0,0.03,27456
Oct 30 2018 01: +0,0.03,24703
Oct 31 2018 01: +0,0.03,25303
Nov 01 2018 01: +0,0.03,28757
Nov 02 2018 01: +0,0.03,23283
Nov 03 2018 01: +0,0.03,26269
Nov 04 2018 01: +0,0.03,23589
Nov 05 2018 01: +0,0.03,17679
Nov 06 2018 01: +0,0.03,16311
Nov 07 2018 01: +0,0.03,16046
Nov 08 2018 01: +0,0.03,18498
Nov 09 2018 01: +0,0.03,21854
Nov 10 2018 01: +0,0.03,22244
Nov 11 2018 01: +0,0.03,22041
Nov 12 2018 01: +0,0.03,17396
Nov 13 2018 01: +0,0.03,17263
Nov 14 2018 01: +0,0.03,17968
Nov 15 2018 01: +0,0.03,17789
Nov 16 2018 01: +0,0.03,17341
Nov 17 2018 01: +0,0.03,22008
Nov 18 2018 01: +0,0.03,22591
Nov 19 2018 01: +0,0.03,20513
Nov 20 2018 01: +0,0.03,24325
Nov 21 2018 01: +0,0.03,20372
Nov 22 2018 01: +0,0.03,19526
Nov 23 2018 01: +0,0.03,20102
Nov 24 2018 01: +0,0.03,22117
Nov 25 2018 01: +0,0.03,25800
Nov 26 2018 01: +0,0.03,17663
Nov 27 2018 01: +0,0.03,22460
Nov 28 2018 01: +0,0.03,20872
Nov 29 2018 01: +0,0.03,19132
Nov 30 2018 01: +0,0.03,18899
Dec 01 2018 01: +0,0.03,24734
Dec 02 2018 01: +0,0.03,25144
Dec 03 2018 01: +0,0.03,16512
Dec 04 2018 01: +0,0.03,16499
Dec 05 2018 01: +0,0.03,17691
Dec 06 2018 01: +0,0.03,17503
Dec 07 2018 01: +0,0.03,22687
Dec 08 2018 01: +0,0.03,28030
Dec 09 2018 01: +0,0.03,25867
Dec 10 2018 01: +0,0.03,22615
Dec 11 2018 01: +0,0.03,23903
Dec 12 2018 01: +0,0.03,22210
Dec 13 2018 01: +0,0.03,22903
Dec 14 2018 01: +0,0.03,26485
Dec 15 2018 01: +0,0.03,26244
Dec 16 2018 01: +0,0.03,25205
Dec 17 2018 01: +0,0.03,21366
Dec 18 2018 01: +0,0.03,22926
Dec 19 2018 01: +0,0.03,21533
Dec 20 2018 01: +0,0.03,22131
Dec 21 2018 01: +0,0.03,31473
Dec 22 2018 01: +0,0.03,29214
Dec 23 2018 01: +0,0.03,28369
Dec 24 2018 01: +0,0.03,28272
Dec 25 2018 01: +0,0.03,35835
Dec 26 2018 01: +0,0.03,31449
Dec 27 2018 01: +0,0.03,30036
Dec 28 2018 01: +0,0.03,26850
Dec 29 2018 01: +0,0.03,30648
Dec 30 2018 01: +0,0.03,24951
Dec 31 2018 01: +0,0.03,29090
Jan 01 2019 01: +0,0.03,28340
Jan 02 2019 01: +0,0.03,31567
Jan 03 2019 01: +0,0.03,33896
Jan 04 2019 01: +0,0.03,33145
Jan 05 2019 01: +0,0.03,32152
Jan 06 2019 01: +0,0.03,27189
Jan 07 2019 01: +0,0.03,26416
Jan 08 2019 01: +0,0.03,26181
Jan 09 2019 01: +0,0.03,25780
Jan 10 2019 01: +0,0.03,29522
Jan 11 2019 01: +0,0.03,29142
Jan 12 2019 01: +0,0.03,29234
Jan 13 2019 01: +0,0.03,30101
Jan 14 2019 01: +0,0.03,34312
Jan 15 2019 01: +0,0.03,29197
Jan 16 2019 01: +0,0.03,32197
Jan 17 2019 01: +0,0.03,35989
Jan 18 2019 01: +0,0.03,27177
Jan 19 2019 01: +0,0.03,34941
Jan 20 2019 01: +0,0.03,36077
Jan 21 2019 01: +0,0.03,32522
Jan 22 2019 01: +0,0.03,31814
Jan 23 2019 01: +0,0.03,29834
Jan 24 2019 01: +0,0.03,30860
Jan 25 2019 01: +0,0.03,33558
Jan 26 2019 01: +0,0.03,36121
Jan 27 2019 01: +0,0.03,35503
Jan 28 2019 01: +0,0.03,30003
Jan 29 2019 01: +0,0.03,32014
Jan 30 2019 01: +0,0.03,33844
Jan 31 2019 01: +0,0.03,41773
Feb 01 2019 01: +0,0.03,28318
Feb 02 2019 01: +0,0.03,29751
Feb 03 2019 01: +0,0.03,42311
Feb 04 2019 01: +0,0.03,31348
Feb 05 2019 01: +0,0.03,27421
Feb 06 2019 01: +0,0.03,26062
Feb 07 2019 01: +0,0.03,32598
Feb 08 2019 01: +0,0.03,36172
Feb 09 2019 01: +0,0.03,35897
Feb 10 2019 01: +0,0.03,30872
Feb 11 2019 01: +0,0.03,31630
Feb 12 2019 01: +0,0.03,31456
Feb 13 2019 01: +0,0.03,32867
Feb 14 2019 01: +0,0.03,26891
Feb 15 2019 01: +0,0.03,34176
Feb 16 2019 01: +0,0.03,30288
Feb 17 2019 01: +0,0.03,30748
Feb 18 2019 01: +0,0.03,26222
Feb 19 2019 01: +0,0.03,33154
Feb 20 2019 01: +0,0.03,47083
Feb 21 2019 01: +0,0.03,36893
Feb 22 2019 01: +0,0.03,37473
Feb 23 2019 01: +0,0.03,37532
Feb 24 2019 01: +0,0.03,37636
Feb 25 2019 01: +0,0.03,28341
Feb 26 2019 01: +0,0.03,28427
Feb 27 2019 01: +0,0.03,31556
Feb 28 2019 01: +0,0.03,34798
Mar 01 2019 01: +0,0.03,35830
Mar 02 2019 01: +0,0.03,47668
Mar 03 2019 01: +0,0.03,42993
Mar 04 2019 01: +0,0.03,34728
Mar 05 2019 01: +0,0.03,29388
Mar 06 2019 01: +0,0.03,35046
Mar 07 2019 01: +0,0.03,32109
Mar 08 2019 01: +0,0.03,35252
Mar 09 2019 01: +0,0.03,42547
Mar 10 2019 01: +0,0.03,36592
Mar 11 2019 01: +0,0.03,32906
Mar 12 2019 01: +0,0.03,29451
Mar 13 2019 01: +0,0.03,30990
Mar 14 2019 01: +0,0.03,34898
Mar 15 2019 01: +0,0.03,38638
Mar 16 2019 01: +0,0.03,48264
Mar 17 2019 01: +0,0.03,41603
Mar 18 2019 01: +0,0.03,36437
Mar 19 2019 01: +0,0.03,34493
Mar 20 2019 01: +0,0.03,32678
Mar 21 2019 01: +0,0.03,37737
Mar 22 2019 01: +0,0.03,43070
Mar 23 2019 01: +0,0.03,42793
Mar 24 2019 01: +0,0.03,43092
Mar 25 2019 01: +0,0.03,38813
Mar 26 2019 01: +0,0.03,38201
Mar 27 2019 01: +0,0.03,38673
Mar 28 2019 01: +0,0.03,38945
Mar 29 2019 01: +0,0.03,43055
Mar 30 2019 01: +0,0.03,39556
Mar 31 2019 01: +0,0.03,44009
Apr 01 2019 01: +0,0.03,31771
Apr 02 2019 01: +0,0.03,48453
Apr 03 2019 01: +0,0.03,38589
Apr 04 2019 01: +0,0.03,49652
Apr 05 2019 01: +0,0.03,31477
Apr 06 2019 01: +0,0.03,33985
Apr 07 2019 01: +0,0.03,37263
Apr 08 2019 01: +0,0.03,34415
Apr 09 2019 01: +0,0.03,31445
Apr 10 2019 01: +0,0.03,39647
Apr 11 2019 01: +0,0.03,40008
Apr 12 2019 01: +0,0.03,38398
Apr 13 2019 01: +0,0.03,54277
Apr 14 2019 01: +0,0.03,47380
Apr 15 2019 01: +0,0.03,45310
Apr 16 2019 01: +0,0.03,45372
Apr 17 2019 01: +0,0.03,51791
Apr 18 2019 01: +0,0.03,49903
Apr 19 2019 01: +0,0.03,40255
Apr 20 2019 01: +0,0.03,46725
Apr 21 2019 01: +0,0.03,37134
Apr 22 2019 01: +0,0.03,43037
Apr 23 2019 01: +0,0.03,38127
Apr 24 2019 01: +0,0.03,39252
Apr 25 2019 01: +0,0.03,28508
Apr 26 2019 01: +0,0.03,28102
Apr 27 2019 01: +0,0.03,42065
Apr 28 2019 01: +0,0.03,35854
Apr 29 2019 01: +0,0.03,30511
Apr 30 2019 01: +0,0.03,36607
May 01 2019 01: +0,0.03,37261
May 02 2019 01: +0,0.03,36948
May 03 2019 01: +0,0.03,37263
May 04 2019 01: +0,0.03,39808
May 05 2019 01: +0,0.03,46892
May 06 2019 01: +0,0.03,28234
May 07 2019 01: +0,0.03,29949
May 08 2019 01: +0,0.03,31042
May 09 2019 01: +0,0.03,28154
May 10 2019 01: +0,0.03,46841
May 11 2019 01: +0,0.03,33507
May 12 2019 01: +0,0.03,30307
May 13 2019 01: +0,0.03,28628
May 14 2019 01: +0,0.03,35463
May 15 2019 01: +0,0.03,42855
May 16 2019 01: +0,0.03,32551
May 17 2019 01: +0,0.03,34597
May 18 2019 01: +0,0.03,42664
May 19 2019 01: +0,0.03,37378
May 20 2019 01: +0,0.03,42274
May 21 2019 01: +0,0.03,37077
May 22 2019 01: +0,0.03,33149
May 23 2019 01: +0,0.03,34186
May 24 2019 01: +0,0.03,35651
May 25 2019 01: +0,0.03,43106
May 26 2019 01: +0,0.03,34712
May 27 2019 01: +0,0.03,33425
May 28 2019 01: +0,0.03,30854
May 29 2019 01: +0,0.03,35813
May 30 2019 01: +0,0.03,33599
May 31 2019 01: +0,0.03,41917
Jun 01 2019 01: +0,0.03,42188
Jun 02 2019 01: +0,0.03,48290
Jun 03 2019 01: +0,0.03,37982
Jun 04 2019 01: +0,0.03,37863
Jun 05 2019 01: +0,0.03,41526
Jun 06 2019 01: +0,0.03,41032
Jun 07 2019 01: +0,0.03,41869
Jun 08 2019 01: +0,0.03,43393
Jun 09 2019 01: +0,0.03,42501
Jun 10 2019 01: +0,0.03,41504
Jun 11 2019 01: +0,0.03,46110
Jun 12 2019 01: +0,0.03,40245
Jun 13 2019 01: +0,0.03,40204
Jun 14 2019 01: +0,0.03,46313
Jun 15 2019 01: +0,0.03,46829
Jun 16 2019 01: +0,0.03,42984
Jun 17 2019 01: +0,0.03,39620
Jun 18 2019 01: +0,0.03,39575
Jun 19 2019 01: +0,0.03,40045
Jun 20 2019 01: +0,0.03,45805
Jun 21 2019 01: +0,0.03,46604
Jun 22 2019 01: +0,0.03,47138
Jun 23 2019 01: +0,0.03,48763
Jun 24 2019 01: +0,0.03,39336
Jun 25 2019 01: +0,0.03,57169
Jun 26 2019 01: +0,0.03,54298
Jun 27 2019 01: +0,0.03,58152
Jun 28 2019 01: +0,0.03,46700
Jun 29 2019 01: +0,0.03,47005
Jun 30 2019 01: +0,0.03,46753
Jul 01 2019 01: +0,0.03,42644
Jul 02 2019 01: +0,0.03,47292
Jul 03 2019 01: +0,0.03,47010
Jul 04 2019 01: +0,0.03,42891
Jul 05 2019 01: +0,0.03,42206
Jul 06 2019 01: +0,0.03,45369
Jul 07 2019 01: +0,0.03,41105
Jul 08 2019 01: +0,0.03,40002
Jul 09 2019 01: +0,0.03,44594
Jul 10 2019 01: +0,0.03,43254
Jul 11 2019 01: +0,0.03,43681
Jul 12 2019 01: +0,0.03,43736
Jul 13 2019 01: +0,0.03,42097
Jul 14 2019 01: +0,0.03,52110
Jul 15 2019 01: +0,0.03,42055
Jul 16 2019 01: +0,0.03,50767
Jul 17 2019 01: +0,0.03,49280
Jul 18 2019 01: +0,0.03,48714
Jul 19 2019 01: +0,0.03,54457
Jul 20 2019 01: +0,0.03,49556
Jul 21 2019 01: +0,0.03,52156
Jul 22 2019 01: +0,0.03,44069
Jul 23 2019 01: +0,0.03,50675
Jul 24 2019 01: +0,0.03,44970
Jul 25 2019 01: +0,0.03,56545
Jul 26 2019 01: +0,0.03,55373
Jul 27 2019 01: +0,0.03,45448
Jul 28 2019 01: +0,0.03,46606
Jul 29 2019 01: +0,0.03,49803
Jul 30 2019 01: +0,0.03,46394
Jul 31 2019 01: +0,0.03,63006
Aug 01 2019 01: +0,0.03,59781
Aug 02 2019 01: +0,0.03,55808
Aug 03 2019 01: +0,0.03,54604
Aug 04 2019 01: +0,0.03,78578
Aug 05 2019 01: +0,0.03,69894
Aug 06 2019 01: +0,0.03,70263
Aug 07 2019 01: +0,0.03,64838
Aug 08 2019 01: +0,0.03,73454
Aug 09 2019 01: +0,0.03,78180
Aug 10 2019 01: +0,0.03,85068
Aug 11 2019 01: +0,0.03,190308
Aug 12 2019 01: +0,0.03,136511
Aug 13 2019 01: +0,0.03,120920
Aug 14 2019 01: +0,0.03,84619
Aug 15 2019 01: +0,0.03,63414
Aug 16 2019 01: +0,0.03,82041
Aug 17 2019 01: +0,0.03,69112
Aug 18 2019 01: +0,0.03,80775
Aug 19 2019 01: +0,0.03,67260
Aug 20 2019 01: +0,0.03,68000
Aug 21 2019 01: +0,0.03,73186
Aug 22 2019 01: +0,0.03,76557
Aug 23 2019 01: +0,0.03,93145
Aug 24 2019 01: +0,0.03,85443
Aug 25 2019 01: +0,0.03,81684
Aug 26 2019 01: +0,0.03,79504
Aug 27 2019 01: +0,0.03,84579
Aug 28 2019 01: +0,0.03,60451
Aug 29 2019 01: +0,0.03,74829
Aug 30 2019 01: +0,0.03,86312
Aug 31 2019 01: +0,0.03,91335
Sep 01 2019 01: +0,0.03,99321
Sep 02 2019 01: +0,0.03,88541
Sep 03 2019 01: +0,0.032,91426
Sep 04 2019 01: +0,0.035,95904
Sep 05 2019 01: +0,0.039,88474
Sep 06 2019 01: +0,0.044,105938
Sep 07 2019 01: +0,0.047,126890
Sep 08 2019 01: +0,0.039,125457
Sep 09 2019 01: +0,0.038,97702
Sep 10 2019 01: +0,0.04,97994
Sep 11 2019 01: +0,0.046,102415
Sep 12 2019 01: +0,0.048,95291
Sep 13 2019 01: +0,0.049,108235
Sep 14 2019 01: +0,0.049,123528
Sep 15 2019 01: +0,0.048,113418
Sep 16 2019 01: +0,0.046,84913
Sep 17 2019 01: +0,0.043,87836
Sep 18 2019 01: +0,0.046,91987
Sep 19 2019 01: +0,0.049,89435
Sep 20 2019 01: +0,0.051,98285
Sep 21 2019 01: +0,0.05,109862
Sep 22 2019 01: +0,0.05,106841
Sep 23 2019 01: +0,0.053,85311
Sep 24 2019 01: +0,0.052,80833
Sep 25 2019 01: +0,0.055,97851
Sep 26 2019 01: +0,0.066,97023
Sep 27 2019 01: +0,0.074,99942
Sep 28 2019 01: +0,0.082,118508
Sep 29 2019 01: +0,0.081,116652
Sep 30 2019 01: +0,0.079,98102
Oct 01 2019 01: +0,0.088,116358
Oct 02 2019 01: +0,0.097,110730
Oct 03 2019 01: +0,0.098,126992
Oct 04 2019 01: +0,0.099,131573
Oct 05 2019 01: +0,0.09,135065
Oct 06 2019 01: +0,0.079,124635
Oct 07 2019 01: +0,0.08,99508
Oct 08 2019 01: +0,0.084,105339
Oct 09 2019 01: +0,0.09,116394
Oct 10 2019 01: +0,0.097,125177
Oct 11 2019 01: +0,0.101,113268
Oct 12 2019 01: +0,0.097,137414
Oct 13 2019 01: +0,0.099,136267
Oct 14 2019 01: +0,0.1,111454
Oct 15 2019 01: +0,0.103,98357
Oct 16 2019 01: +0,0.101,91566
Oct 17 2019 01: +0,0.101,96477
Oct 18 2019 01: +0,0.101,124791
Oct 19 2019 01: +0,0.089,160049
Oct 20 2019 01: +0,0.077,139081
Oct 21 2019 01: +0,0.074,111395
Oct 22 2019 01: +0,0.068,86399
Oct 23 2019 01: +0,0.064,89942
Oct 24 2019 01: +0,0.062,90808
Oct 25 2019 01: +0,0.063,100500
Oct 26 2019 01: +0,0.061,113200
Oct 27 2019 01: +0,0.06,103092
Oct 28 2019 01: +0,0.056,80129
Oct 29 2019 01: +0,0.047,71591
Oct 30 2019 01: +0,0.034,60186
Oct 31 2019 01: +0,0.03,64145
Nov 01 2019 01: +0,0.03,68565
Nov 02 2019 01: +0,0.042,122008
Nov 03 2019 01: +0,0.045,73580
Nov 04 2019 01: +0,0.039,59734
Nov 05 2019 01: +0,0.037,52504
Nov 06 2019 01: +0,0.035,48189
Nov 07 2019 01: +0,0.032,54112
Nov 08 2019 01: +0,0.03,53154
Nov 09 2019 01: +0,0.03,60550
Nov 10 2019 01: +0,0.03,57132
Nov 11 2019 01: +0,0.03,52907
Nov 12 2019 01: +0,0.03,41271
Nov 13 2019 01: +0,0.03,41547
Nov 14 2019 01: +0,0.03,44745
Nov 15 2019 01: +0,0.03,45895
Nov 16 2019 01: +0,0.03,54764
Nov 17 2019 01: +0,0.03,45619
Nov 18 2019 01: +0,0.03,42130
Nov 19 2019 01: +0,0.03,62371
Nov 20 2019 01: +0,0.03,48686
Nov 21 2019 01: +0,0.03,43172
Nov 22 2019 01: +0,0.03,41954
Nov 23 2019 01: +0,0.03,70157
Nov 24 2019 01: +0,0.03,60228
Nov 25 2019 01: +0,0.03,45457
Nov 26 2019 01: +0,0.03,50304
Nov 27 2019 01: +0,0.03,55016
Nov 28 2019 01: +0,0.03,49968
Nov 29 2019 01: +0,0.03,46914
Nov 30 2019 01: +0,0.03,53928
Dec 01 2019 01: +0,0.03,50804
Dec 02 2019 01: +0,0.03,42649
Dec 03 2019 01: +0,0.03,42760
Dec 04 2019 01: +0,0.03,43949
Dec 05 2019 01: +0,0.03,40049
Dec 06 2019 01: +0,0.03,41153
Dec 07 2019 01: +0,0.03,49181
Dec 08 2019 01: +0,0.03,52431
Dec 09 2019 01: +0,0.03,50945
Dec 10 2019 01: +0,0.03,45586
Dec 11 2019 01: +0,0.03,49146
Dec 12 2019 01: +0,0.03,45518
Dec 13 2019 01: +0,0.03,51376
Dec 14 2019 01: +0,0.03,51980
Dec 15 2019 01: +0,0.03,46266
Dec 16 2019 01: +0,0.03,43420
Dec 17 2019 01: +0,0.03,43660
Dec 18 2019 01: +0,0.03,49467
